id,type,governance,maturity,delivery,scope,kind,statement
REQ-PR-004,Requirement,approved,logic-defined,not-assessed,security,,"Shared on one version = access to all versions — If a user is shared on one version, they have access to — Access resolver, version query permissions, backend policy."
REQ-PR-005,Requirement,approved,logic-defined,not-assessed,security,,"Prefilled workspace users — Project payload should come with prefilled users. — Project payload, creation form, workspace user initialization, backend"
REQ-PR-006,Requirement,approved,logic-defined,not-assessed,security,,"Add users — Any user with access to the DCX can add more users for — User management UI, workspace user update endpoint, access"
REQ-PR-007,Requirement,approved,logic-defined,not-assessed,security,,"Remove prefilled users — Prefilled users from project payload cannot be removed by normal users. — Workspace user editor, protected user flag, backend validation."
REQ-PR-008,Requirement,approved,logic-defined,not-assessed,security,,"Shared user capability — For MVP, any shared DCX user can do everything inside that DCX — Permission checker, UI action guards, backend policy."
REQ-PR-009,Requirement,approved,logic-defined,not-assessed,security,,"Read access — Any shared DCX user can read all versions under the DCX. — Version list/query permissions, builder route guard."
REQ-PR-010,Requirement,approved,logic-defined,not-assessed,security,,"Edit access — Any shared DCX user can edit non-Ready versions. — Builder edit guards, status checks, autosave permissions."
REQ-PR-011,Requirement,approved,logic-defined,not-assessed,security,,"Ready version permission — No normal shared user can edit a Ready version. — Status-based edit guard, disabled controls, backend save rejection."
REQ-PR-012,Requirement,approved,logic-defined,not-assessed,security,,"Duplicate Ready version — Shared DCX users can duplicate Ready versions into new editable versions. — Version duplication endpoint/service, import engine, logs."
REQ-PR-013,Requirement,approved,logic-defined,not-assessed,security,,"JSON backup actions — Shared DCX users can export/import backups for versions they can access/edit. — Backup import/export utilities, validation before import, permission guard."
REQ-PR-014,Requirement,approved,logic-defined,not-assessed,security,,"Mark version Ready — Any shared DCX user can mark a non-Ready version as Ready if — Status transition endpoint, readiness validation, logs."
REQ-PR-015,Requirement,approved,logic-defined,not-assessed,security,,"Super user concept — Super users will exist and can do anything, but exact definition can — User role model, backend policy, future admin UI."
REQ-PR-017,Requirement,approved,logic-defined,not-assessed,security,,"Role granularity — Detailed roles such as PM, ICS, viewer, approver, admin can be added — Permission schema should not block role expansion."
REQ-PR-019,Requirement,approved,logic-defined,not-assessed,security,,"UI state permission — Permissions should guard real data actions, not local UI behavior like island — Island hooks, builder store, local UI state."
REQ-PR-020,Requirement,approved,logic-defined,not-assessed,security,,"Permission enforcement location — Frontend should hide/disable invalid actions, but backend must enforce access and Ready — Route guards, API middleware/policies, service error handling."
REQ-PR-021,Requirement,approved,logic-defined,not-assessed,security,,"No-access behavior — If user is not authenticated or not shared on the DCX, show — Builder loader, access query, no-access screen, error reporting."
REQ-PRESENT-001,Requirement,approved,logic-defined,implemented,frontend,,Focus/presentation drill-in — focusing or presenting a builder object expands the object's DESCENDANT subtree (children + grandchildren: a phase expands its actions and their tasks; an action expands its tasks) and centres it in the stage (per REQ-FP-CMA-003). This corrects the current behavior where StageProvider.enterPresentationMode (and useStageExpansion) expand only the target's ANCESTORS and collapse the subtree — the opposite of the intended drill-in. Keep it minimal: expand descendants + centre; do NOT add ancestor/unrelated-collapse complexity. Implemented/fixed in WM-5.
REQ-RDY-001,Requirement,approved,logic-defined,implemented,frontend,,"Readiness as shared card-system feature — Readiness should be a shared feature across all cards, but readiness means something different at each level. Cards must never disagree about whether something is ready. — All cards display readiness state. Phase readiness depends on child actions/tasks; action readiness depends on child tasks; task readiness depends on required fields and explicit Not Needed values. Cards must receive readiness from centralized validation/readiness helpers and must not compute it independently."
REQ-RDY-003,Requirement,approved,logic-defined,not-assessed,frontend,,"Per-field readiness states on tasks — Each important task field needs a clear readiness state so the Task Card and Editor agree on what is filled, unset, or intentionally not needed. — Define field-level readiness states (ready / filled / unset / not-needed) for date, missing data, specs, sender, receiver, channel, subtasks. States are computed centrally and consumed by the Task Card indicators and the Editor."
REQ-RESP-001,Requirement,approved,logic-defined,not-assessed,frontend,,"Responsive layout across screen sizes (NOT fixed at one width). (a) The Builder must scale fluidly across desktop-class screens from a 14-inch MacBook (~1280–1512px) up to an 85-inch TV (4K, ~3840px): the frozen three-row structure and island roles (core.md §10) are preserved, but dimensions, spacing, and typography scale via responsive units (clamp/min-max/rem/%), honoring the §21 density discipline (≤260px repeating card columns) at the small end. The Builder is NOT required on mobile/tablet (desktop-and-bigger only). (b) The Home and Version pages must additionally be fully responsive on mobile and tablet. The CT-2 structural-dimension tokens (--dim-*) are the substrate to make fluid. This corrects the discovery's fixed-1440 interpretation; the original intent — and REQ-FP-D12's own note 'aligns with D-01 responsive direction' — was responsiveness. Does NOT change layout structure (§10) or the density discipline (§21); it makes sizing fluid within them."
REQ-RG-APPROVAL-005,Requirement,proposed,logic-defined,not-assessed,governance,,"Nothing is promoted to staging or production without an explicit, recorded PO approval; the promotion path mechanically refuses absent the approval record."
REQ-RG-AUTO-019,Requirement,proposed,logic-defined,not-assessed,governance,,"Release governance is enforced mechanically (GitHub rules, Vercel behavior, env separation, CSV registry, approval records, automated checks) rather than by AI prompt discipline."
REQ-RG-BRANCH-015,Requirement,proposed,logic-defined,not-assessed,devops,,"Branches follow a fixed naming model tying git identity to the session (agent/<session>/<topic>, docs/<session>/<topic>), enforced mechanically."
REQ-RG-CONC-014,Requirement,proposed,logic-defined,not-assessed,governance,,"Parallel agent/dev sessions never cause version conflicts, broken logs, overwritten records, accidental promotions, or preview confusion."
REQ-RG-CSV-012,Requirement,proposed,logic-defined,not-assessed,devops,,"A CSV release registry tracks versions, change class, commit, deployment id, preview/staging/production links, approvals, and related work."
REQ-RG-ITER-008,Requirement,proposed,logic-defined,not-assessed,devops,,A source-code change increments Iteration and creates a preview deployment.
REQ-RG-LOG-011,Requirement,proposed,logic-defined,not-assessed,governance,,Every log entry carries its 4-part version and a source vs non-source class; existing historical logs are preserved unchanged (the version field is additive).
REQ-RG-MAP-016,Requirement,proposed,logic-defined,not-assessed,devops,,"Each preview maps one-to-one commit to deployment id to preview URL to branch to session in the registry, with no ambiguity."
REQ-RG-MD-013,Requirement,proposed,logic-defined,not-assessed,governance,,Markdown remains human documentation while the structured CSV registry is the operational record of record for releases.
REQ-RG-NOPREVIEW-002,Requirement,proposed,logic-defined,not-assessed,devops,,Non-source changes (docs/planning/governance) produce no preview deployment.
REQ-RG-OWN-007,Requirement,proposed,logic-defined,not-assessed,governance,,The PO solely owns Major and Stage; the system/agents own Iteration and Revision under mechanical rules (CODEOWNERS-locked).
REQ-RG-PLAT-018,Requirement,proposed,logic-defined,not-assessed,devops,,"GitHub, Vercel, Supabase, ClickUp, and Google Apps Script each own a defined mechanical responsibility in the release workflow."
REQ-RG-PREVIEW-001,Requirement,proposed,logic-defined,not-assessed,devops,,Every source-code change automatically produces a preview/test deployment (immutable per-commit URL).
REQ-RG-PROD-004,Requirement,proposed,logic-defined,not-assessed,devops,,"A PO-approved build is promoted to the production URL by re-aliasing the exact immutable deployment, never a rebuild."
REQ-RG-RESET-010,Requirement,proposed,logic-defined,not-assessed,governance,,"Promotion to Staging increments Stage and resets Iteration and Revision to 0; promotion to Production increments Major and resets Stage, Iteration, Revision."
REQ-RG-REV-009,Requirement,proposed,logic-defined,not-assessed,devops,,A non-source change increments Revision and creates no preview deployment.
REQ-RG-SEED-017,Requirement,proposed,logic-defined,not-assessed,agent-workflow,,The release machinery seeds safe multi-agent collaboration via a mechanical coordination substrate (CI merge-time version assignment) not dependent on markdown or token memory.
REQ-RG-STAGING-003,Requirement,proposed,logic-defined,not-assessed,devops,,"A PO-approved build is promoted to a stable staging URL by re-aliasing the exact immutable deployment, never a rebuild."
REQ-RG-VER-006,Requirement,proposed,logic-defined,not-assessed,governance,,The project uses a 4-part version vMajor.Stage.Iteration.Revision; bootstrap v0.3.5.0 carries the existing version as-is.
REQ-RV-001,Requirement,approved,logic-defined,not-assessed,product,,"Ready validation scope — When a version is marked Ready, the system validates the full version — Readiness checker, validation service, useBuilderNodes, status update flow,"
REQ-RV-002,Requirement,approved,logic-defined,not-assessed,product,,"Save vs Ready validation — Incomplete work can be saved. Strict validation only blocks switching to Ready. — Autosave logic, validation layer, save status, version status"
REQ-RV-003,Requirement,approved,logic-defined,not-assessed,product,,"Ready status lock — Once a version is marked Ready, it becomes locked/read-only and cannot be — Version status logic, route guard, edit permissions, card"
REQ-RV-004,Requirement,approved,logic-defined,not-assessed,product,,"Post-ready changes — If changes are needed after Ready, the user duplicates the Ready version — Version duplication service, create version flow, version status"
REQ-RV-005,Requirement,proposed,logic-defined,not-assessed,product,,"Ready as final MVP state — For MVP, Ready is the final locked state unless a later approval/review — Version status enum, status transitions, UI labels."
REQ-RV-006,Requirement,approved,logic-defined,not-assessed,product,,"Empty phase rule — A phase can exist while planning, but a Ready version cannot contain — Phase validation, status transition checker, phase cards."
REQ-RV-007,Requirement,approved,logic-defined,not-assessed,product,,"Empty action rule — An action can exist while planning, but a Ready version cannot contain — Action validation, action card state, status transition checker."
REQ-RV-008,Requirement,approved,logic-defined,not-assessed,product,,"Task parent requirement — A task cannot exist without an action. — Task creation flow, CreatorIsland, builderMutations, task validation, API"
REQ-RV-009,Requirement,approved,logic-defined,not-assessed,product,,"Required task fields — If a task is added, all required task properties must be filled — TaskEditor, task validation, readiness checker, API payload."
REQ-RV-010,Requirement,archived,logic-defined,not-assessed,product,,"Missing data field rule — The missing datafield must either have content or be explicitly marked Not — TaskEditor field model, task type, validation, API DTO,"
REQ-RV-011,Requirement,archived,logic-defined,not-assessed,product,,"Specs field rule — The specs field must either have content or be explicitly marked Not — TaskEditor field model, task type, validation, API DTO,"
REQ-RV-012,Requirement,approved,logic-defined,not-assessed,product,,"Empty vs intentional none — For fields where “none” is acceptable, the data model should distinguish empty/unanswered — Task schema, validation, UI controls, API mappers."
REQ-RV-013,Requirement,proposed,logic-defined,not-assessed,product,,"Draft validation display — In Draft/In Progress, validation issues should be visible as incomplete/warning states, not — Card badges, TaskEditor warnings, validation summary, readiness panel/island."
REQ-RV-014,Requirement,proposed,logic-defined,not-assessed,product,,"Ready attempt feedback — If Ready fails, the system should show what blocks readiness and where — Validation summary UI, focus/locate behavior, task/action/phase error markers."
REQ-RV-015,Requirement,proposed,logic-defined,not-assessed,product,,"Validation source — Readiness validation should be centralized in a validation helper/service, not scattered across — utils/validate.ts, readiness checker, status transition service, tests."
REQ-RV-016,Requirement,approved,logic-defined,not-assessed,product,,"Ready version duplication — A Ready version can be duplicated with all details into a new — Version duplication service, mapper layer, API endpoint, creation"
REQ-RV-017,Requirement,approved,logic-defined,not-assessed,product,,"Selective import on duplication — When duplicating/importing, user can customize what to bring: phases, actions, tasks, and — Import engine, duplication UI, mapper layer, validation after"
REQ-RV-018,Requirement,approved,logic-defined,not-assessed,product,,"Task field import selection — If importing tasks, user can choose which task fields to bring. — Task import mapper, field-selection UI, task schema."
REQ-RV-019,Requirement,approved,logic-defined,not-assessed,product,,"Do not copy audit/history — Duplication/import should not copy activity logs, approval history, Ready timestamp, or save — Activity log service, duplication payload, version metadata."
REQ-RV-020,Requirement,approved,logic-defined,not-assessed,product,,"Modular import engine — Duplication/import logic should be modular because later the app will support a — Import/export service, builder mutations, template payload model, Kanban"
REQ-RV-021,Requirement,approved,logic-defined,not-assessed,product,,"Template source compatibility — The same import structure should support both Ready-version duplication and future template — Import engine, DTO design, mapper functions, validation after"
REQ-SBC-001,Requirement,approved,logic-defined,not-assessed,frontend,,"Common card interaction layer — Phase, Action, and Task cards are strategic Builder components, not simple visual cards. They must share one consistent interaction layer so the whole Builder behaves predictably and can be visually redesigned without rewriting logic. — Provide reusable card primitives + typed card configuration covering: selection, multi-selection, expand/collapse, drag-and-drop, reorder, delete, contextual actions, locked/read-only state, readiness state, creation/selection highlight, parent/drop-target highlight, and motion feedback. Common behavior must not be duplicated per card type."
REQ-SBC-002,Requirement,approved,logic-defined,not-assessed,frontend,,"Card-specific movement rules — Each card type moves differently and that movement is part of its meaning. The shared system must allow per-card movement rules rather than forcing identical behavior. — Phase cards move horizontally across the Kanban stage. Action cards move vertically inside a phase and horizontally between phases. Task cards move inside actions, between actions, and across dates in Timeline. Movement rules are card-type configuration, not shell logic."
REQ-SBC-003,Requirement,approved,logic-defined,not-assessed,frontend,,"Phase Card as strategic visual container — The Phase Card is the highest-value visual container. Beyond holding actions/tasks, it should communicate where the work and focus of a phase concentrates, especially when collapsed, seeding future workload/communication-flow views without a full analytics engine. — Phase Card supports expanded/collapsed states, phase-level task/action density, readiness/blocker indicators, visual emphasis where most work exists, subtle background/light-intensity signals, and a seam for future heatmap and communication-flow indicators."
REQ-SBC-004,Requirement,approved,logic-defined,not-assessed,frontend,,"Action Card as simpler structural component — The Action Card should rely on the shared card system without becoming overdesigned. It is a structural grouping, not an intelligence surface. — Action Card supports selection, expand/collapse, drag/drop, reorder inside phase, move between phases, delete, task count, empty-action warning, readiness state, and locked state. No heatmap/visual-intelligence layer now."
REQ-SBC-005,Requirement,approved,logic-defined,not-assessed,frontend,,"Task Card as field-status surface — The Task Card is a complex, high-investment component. It should communicate at a glance whether each key property is ready, unset, filled, or marked not needed, and allow quick inspection/correction without always opening the full Editor. — Task Card shows compact field indicators for: date/communication-date status, missing data, specs, sender, receiver, channel, subtasks, and future structured properties. Clicking an indicator opens a controlled popup showing field name, current value, readiness state, 'Unset' if not ready, or the selected value. Double-clicking the popup switches it to edit mode."
REQ-SBC-DES-001,Requirement,approved,logic-defined,partially-implemented,frontend,,Manual deselect works through Escape and empty-stage click.
REQ-SBC-DUP-001,Requirement,approved,logic-defined,not-assessed,frontend,,Multi-select copy and paste duplicates selected shared builder cards.
REQ-SBT-COPY-001,Requirement,approved,logic-defined,not-assessed,frontend,,"Subtask copy & paste — A user can copy one or more Subtasks and paste them onto the same Task or another Task, duplicating the Subtask instances (definition reference, specs, and field values) without re-running Channel/ChannelComposition generation. This is distinct from REQ-SBC-DUP-001, which duplicates Phase/Action/Task shared builder cards; Subtasks are field-level instances inside a Task (see REQ-SBC-005), not shared builder cards, so card-level copy-paste does not cover them. Paste must go through normal validation and must not blindly overwrite existing subtasks without review."
REQ-SC-001,Requirement,approved,logic-defined,not-assessed,data,,"Source of truth — Backend/database is the official version truth. Local state/cache is only a temporary — Affects versions.service.ts, builder queries, useBuilderNodes.ts, version loading, autosave"
REQ-SC-002,Requirement,approved,logic-defined,not-assessed,data,,"Autosave strategy — MVP uses full-tree debounced save. Code should still seed named mutation commands — Affects useBuilderNodes.ts, node.helpers.ts, future builderMutations.ts, API save payloads."
REQ-SC-003,Requirement,approved,logic-defined,not-assessed,data,,"Autosave debounce — Use a short debounce before saving after edits. Exact duration is implementation-level, — Affects autosave hook and save status UI."
REQ-SC-004,Requirement,approved,logic-defined,not-assessed,data,,"Manual save / Ctrl+S — Add manual save and Ctrl+S in addition to autosave. — Affects keyboard handler, User Island / header save"
REQ-SC-005,Requirement,approved,logic-defined,not-assessed,data,,"Save status UI — Show save status clearly in the Builder, preferably through User Island / — Affects User Island, Builder Header, save state returned"
REQ-SC-006,Requirement,approved,logic-defined,not-assessed,data,,"Save failure behavior — If save fails, keep the user’s current work visible. Mark it as — Affects useBuilderNodes.ts, save error state, retry/manual save behavior,"
REQ-SC-007,Requirement,approved,logic-defined,not-assessed,data,,Retry behavior — No blind complex retry system. User should have a clear retry path — Affects save error state and manual save action.
REQ-SC-008,Requirement,approved,logic-defined,not-assessed,data,,"Local cache — Use local user cache to protect unsaved work during disconnection, accidental close, — Affects browser storage layer, version/user-specific draft key, restore"
REQ-SC-009,Requirement,approved,logic-defined,not-assessed,data,,"Close warning — Warn user before closing/navigating away when unsaved changes exist. — Affects route guards / beforeunload, dirty state tracking."
REQ-SC-010,Requirement,approved,logic-defined,not-assessed,data,,"JSON export backup — Allow user to export a version backup/summary JSON as a personal safety — Affects export utility, version serializer, User Island/file action."
REQ-SC-011,Requirement,approved,logic-defined,not-assessed,data,,"JSON import restore — Allow user to upload a JSON backup to restore/continue work, with validation — Affects import parser, validation layer, mapper layer, builder"
REQ-SC-012,Requirement,approved,logic-defined,not-assessed,data,,"Offline scope — MVP is not a full offline sync app. Offline support is limited — Affects scope of local cache, no background sync"
REQ-SC-013,Requirement,approved,logic-defined,not-assessed,data,,"Backup vs official version history — JSON backup is a personal safety backup, not official version history. — Affects backup metadata, activity logs, version history model."
REQ-SC-014,Requirement,approved,logic-defined,not-assessed,data,,"Future collaboration seed — Do not build real-time collaboration in MVP, but seed future readiness through — Affects data fields like updatedBy, updatedAt, logs, future"
REQ-SPS-001,Requirement,approved,logic-defined,not-assessed,frontend,,"Reusable sticky resizable popup shell — A single reusable popup shell should serve all floating helper surfaces so they look and behave consistently and never disturb the stage layout. — Reusable sticky, resizable, minimizable popup shell shared by AI Chat, View Helper Island, Google Docs/file preview, advanced Focus filter, and future template browser. It floats over the stage and does not resize the stage. Supports minimize, resize, sticky positioning, branded header, close behavior, and optional saved size/position as a user workspace preference."
REQ-STG-001,Requirement,approved,logic-defined,not-assessed,frontend,,"Stage as first-class shared system — The Stage should be a first-class product component shared by all views, so Kanban, Timeline, Weekly, and Monthly are renderers inside one Stage rather than unrelated screens. — The Stage owns canvas boundaries, view switching, stage movement, week/month navigation, edge scrolling, off-stage dropzones, layout response to islands, transition feedback, and selected/focus context preservation. Kanban and Timeline are different renderers inside the same Stage concept."
REQ-STG-002,Requirement,archived,logic-defined,not-assessed,frontend,,"Context-preserving view switching — Switching views should not feel like a hard reset; the workspace should keep useful context so users do not lose their place. — View switching preserves useful context where possible: selected task, focus state, expanded containers, and stage position. Transitions provide feedback rather than reloading the workspace."
REQ-STG-003,Requirement,approved,logic-defined,not-assessed,frontend,,"Stage + island layout contract — Different surfaces affect the Stage differently, and this must be explicit so future components do not break the canvas. — Explicit layout contract: Editor/Viewer Island reduces/pushes the stage (no overlay); sticky popup shell floats above the stage (no resize); Focus Island filters/isolates visible data (no mutation); View Helper popup floats above the stage and bridges opposite-view logic. Future components must declare which contract they follow."
REQ-STG-004,Requirement,approved,logic-defined,not-assessed,frontend,,"Kanban movement & off-stage dropzones — Users dragging items in Kanban must never lose drag context when the target is outside the visible area. — Kanban movement: phases horizontal; actions vertical within a phase and horizontal between phases; tasks within and between actions. When dragging near/beyond visible bounds, support edge-scroll, valid insertion zones, off-stage dropzones, and continuation feedback (e.g. moving a phase beyond bounds shows a valid insertion area or scrolls; moving an action to a far phase triggers horizontal movement/target highlight; moving a task to an action highlights the destination)."
REQ-STG-005,Requirement,approved,logic-defined,not-assessed,frontend,,Timeline movement & off-stage date dropzones — Timeline planning must support dragging tasks to dates outside the visible range without forcing the user to cancel and restart. — Timeline movement: next/previous week or month moves the stage in a controlled way; dragging a task toward a date outside the visible range exposes edge navigation or valid outside-date dropzones; dropping on a valid date updates the task's date context.
REQ-TPL-001,Requirement,approved,logic-defined,partially-implemented,product,,"Contextual object template popup (seed) — Phase, Action, and Task cards should support a contextual template popup so users can later load object-relevant templates without a full template database in MVP. — Holding/clicking an object opens a contextual popup loading templates relevant to that object type, supporting categories, search, loading state, empty state, and object-aware results. Future apply: phase templates add/merge actions+tasks; action templates add/merge tasks; task templates fill fields/specs/subtasks. Template application must not blindly overwrite without review."
REQ-UP-001,Requirement,approved,logic-defined,not-assessed,frontend,,"Default Builder view — Default Builder view is Kanban. — Builder view state, StageManager, KanbanStage, TimelineStage, view switcher."
REQ-UP-002,Requirement,approved,logic-defined,not-assessed,frontend,,"Last opened view per version — When a user reopens the same version, restore their last opened view — Local preference store, builder initialization, view switcher."
REQ-UP-003,Requirement,approved,logic-defined,not-assessed,frontend,,"New version view state — A new version should open with default Kanban unless that specific user/version — Builder route/init logic, local preference lookup."
REQ-UP-004,Requirement,approved,logic-defined,not-assessed,frontend,,"Restore last working context — Restore last working context per user + version when safe. — Local session store, builder loader, task/editor validation before"
REQ-UP-005,Requirement,approved,logic-defined,not-assessed,frontend,,"Island state model — Island persistence should be controlled by island configuration. Some islands are global — Island config model, useIslandPanel, island registry/config, StageManager, Kanban/Timeline"
REQ-UP-006,Requirement,approved,logic-defined,not-assessed,frontend,,"Global islands — Islands that have the same purpose in all views can remember state — Island config, local state persistence."
REQ-UP-007,Requirement,approved,logic-defined,not-assessed,frontend,,"View-specific islands — Islands with different meaning/actions per view should store state separately per view. — Island config, view-specific preference keys."
REQ-UP-008,Requirement,approved,logic-defined,not-assessed,frontend,,"View-limited islands — Some islands should only be enabled in specific views. — Island registry, view capability map, disabled/hidden rules."
REQ-UP-009,Requirement,approved,logic-defined,not-assessed,frontend,,"UI preference storage location — UI preferences should be stored locally in the browser, not saved to — Local storage utility, preference service, no backend endpoint"
REQ-UP-010,Requirement,approved,logic-defined,not-assessed,frontend,,"Preference scope — UI preference keys should be scoped by userId + dcxId + versionId. — Preference key generator, local storage schema."
REQ-UP-011,Requirement,approved,logic-defined,not-assessed,frontend,,"Active editor restore — Restore active editor/panel only if still valid and safe. — Task existence check, version editability check, editor state"
REQ-UP-012,Requirement,approved,logic-defined,not-assessed,frontend,,"Temporary state exclusion — Do not restore temporary UI states like hover, drag state, open popovers, — Builder store, drag/drop state, modal/popover state."
REQ-UP-013,Requirement,approved,logic-defined,not-assessed,frontend,,"Local state cleanup — Local UI/session state should have cleanup rules to avoid growing forever. — Local storage utility, TTL/cleanup function, user/version keys."
REQ-UP-014,Requirement,approved,logic-defined,not-assessed,frontend,,"RAM/state safety — Runtime UI state should be cleared when leaving/unmounting Builder, while persisted preferences — Builder unmount cleanup, store reset actions, island state"
REQ-UP-015,Requirement,approved,logic-defined,not-assessed,frontend,,"Future behavior tracking seed — Seed a lightweight event layer for future customer/user behavior tools, but do — Event naming layer, optional analytics adapter later, no"
REQ-UP-016,Requirement,approved,logic-defined,not-assessed,frontend,,"Track meaningful events only — Only meaningful UX events should be trackable later, not every hover/scroll/state change. — Event dispatcher/adapter, analytics whitelist."
REQ-UP-017,Requirement,approved,logic-defined,not-assessed,frontend,,"Example meaningful events — Candidate future events include view_switched, island_opened, task_editor_opened, file_preview_opened, template_imported, ready_validation_failed, manual_save_clicked, json_backup_exported. — Analytics event map, future behavior adapter."
REQ-UP-018,Requirement,approved,logic-defined,not-assessed,frontend,,"Analytics vs activity logs — UX behavior events should be separate from business activity logs. — Activity log service, analytics/event adapter, DB schema separation."
REQ-UP-019,Requirement,approved,logic-defined,not-assessed,frontend,,"No backend writes for UI preferences — Switching views, opening islands, selecting cards, and restoring UI state should not — No API endpoint for UI state in MVP;"
REQ-UP-020,Requirement,approved,logic-defined,not-assessed,frontend,,"View and island compatibility matrix — The app should define which islands are global, view-specific, or view-limited against — Island config file/registry, StageManager, view modules, island modules."
REQ-UP-021,Requirement,approved,logic-defined,not-assessed,frontend,,"Locked version restore behavior — If a version is Ready/Approved/Superseded, restore view/island layout but do not restore — Version status guard, editor restore logic."
REQ-UP-022,Requirement,approved,logic-defined,not-assessed,frontend,,"Deleted/missing item restore behavior — If restored selected task/action/phase no longer exists, ignore that restored selection/editor state. — Restore validator, local preference cleanup."
REQ-UP-023,Requirement,approved,logic-defined,not-assessed,frontend,,"Behavior tools not MVP — MVP should seed behavior tracking readiness but not integrate a full behavior — Optional analytics adapter interface, no required provider in"
REQ-VER-COLLAB-DISPLAY,Requirement,approved,logic-defined,implemented,frontend,ui-presentation,The Version page shows campaign collaborators (all users shared on any campaign version) in the header and the active version's assigned crew in the version control component.
REQ-VER-DOCS,Requirement,approved,logic-defined,implemented,frontend,ui-presentation,"The version control component lists the active version's attached documents/resources, openable safely via external links."
REQ-VER-HEADER,Requirement,approved,logic-defined,implemented,frontend,ui-presentation,"The Version page header shows client name, project name, product type (read from metadata/ClickUp task custom field for now; dedicated endpoint deferred to backend decision), and the derived campaign status."
REQ-VER-LAUNCH,Requirement,approved,logic-defined,implemented,frontend,interaction,"The version control component launches the full Builder via route navigation (/builder/:id) through a prominent branded launch component (more than a button); no builder visual or src/builder/** import on the Version page (core.md §13, D-5 Option B)."
REQ-VER-LAYOUT,Requirement,approved,logic-defined,implemented,frontend,ui-presentation,"The Version page is a fixed full-viewport shell (100vh x 100vw, no page scroll) on desktop, matching Home. Mobile and tablet viewports stack and scroll internally. The page is fully responsive (mobile + tablet + desktop)."
REQ-VER-ROOM,Requirement,approved,logic-defined,implemented,frontend,,"Version Room — Clicking a version card on the Home page navigates to /version/:id (the Version workspace page), not directly to the Builder. The Version page is a dedicated workspace to review metadata, manage status transitions, view resources, crew, and structure, and launch into the Builder. The Builder is only reachable via the Version page (or direct link)."
REQ-VER-STRUCTURE-SUMMARY,Requirement,approved,logic-defined,implemented,frontend,ui-presentation,"The version control component shows counts of phases, actions, and tasks (read via the builder-tree query as data-only, no builder UI/store import); hovering a count shows a popup listing those items. This is new vs v0.1.4 and carries the 'what's inside' weight under D-5 Option B."
REQ-VER-SWITCHBOARD,Requirement,approved,logic-defined,implemented,frontend,interaction,"The Version page lists all sibling campaign versions with status; selecting one switches the version control component's context to that version, allowing inspection of each sibling's docs, crew, and structure without leaving the page."
REQ-VHB-001,Requirement,approved,logic-defined,not-assessed,frontend,,"View Helper Island cross-view bridge — The View Helper Island bridges Kanban and Timeline so users can plan across both without switching context manually. — In Timeline view it shows a Kanban-style helper (zoomable, visually similar to main Kanban); tasks with set communication dates are disabled; undated tasks can be dragged into a timeline day, and dropping onto a day links/assigns the task to that campaign day. In Kanban view it shows a weekly timeline helper; scheduled tasks appear by week/day; dragging a task from the helper into an action changes the task's phase/action while the date remains unless changed. Uses the shared sticky/resizable/minimizable popup shell."
REQ-VL-001,Requirement,approved,logic-defined,not-assessed,product,,"Core version statuses — Version lifecycle should include Draft / Created, In Progress, Ready for Approval, — Version status enum, version service, status transition logic,"
REQ-VL-002,Requirement,approved,logic-defined,not-assessed,product,,"Draft / Created state — A version can exist before real builder work starts. This is the — Version creation form, version status default, dashboard/status display."
REQ-VL-003,Requirement,approved,logic-defined,not-assessed,product,,"In Progress trigger — Version becomes In Progresswhen the first phase is added in the Builder. — Builder mutation for adding first phase, version status"
REQ-VL-004,Requirement,approved,logic-defined,not-assessed,product,,"In Progress to Ready timing — Track time from In Progress to Ready for Approval as an actual — Status timestamps: inProgressAt, readyAt, activity logs, reporting."
REQ-VL-005,Requirement,approved,logic-defined,not-assessed,product,,"Ready for Approval meaning — Ready for Approval means the DCX structure is complete enough for PM — Status transition, readiness validation, status badge, notification/log."
REQ-VL-006,Requirement,approved,logic-defined,not-assessed,product,,"Ready validation — Moving to Ready for Approval is blocked by readiness validation across the — Readiness checker, validation summary, status transition endpoint."
REQ-VL-007,Requirement,approved,logic-defined,not-assessed,product,,"Ready without communication date — A version can become Ready for Approvaleven if the version communication date — Task date model, version date state, readiness validation."
REQ-VL-008,Requirement,approved,logic-defined,not-assessed,product,,"Approval requires communication date — Approved is blocked until the version communication date is set. — Approval validation, version date field, status transition endpoint."
REQ-VL-009,Requirement,approved,logic-defined,not-assessed,product,,"Approved meaning — Approved means the PM accepted this version and can start planning/adding related — Status transition logic, ClickUp/task planning integration, logs."
REQ-VL-010,Requirement,approved,logic-defined,not-assessed,product,,"Approved lock — Once a version is Approved, it is locked/read-only like Ready. — Status-based edit guard, backend save rejection, disabled builder"
REQ-VL-011,Requirement,approved,logic-defined,not-assessed,product,,"Approving one version affects others — When one version is approved, all other versions under the same DCX — Version status batch update, transaction/back-end service, dashboard refresh."
REQ-VL-012,Requirement,approved,logic-defined,not-assessed,product,,"Approval confirmation — Approving a version should show a confirmation warning that other Ready/active versions — Confirmation modal, status transition action, affected versions preview."
REQ-VL-013,Requirement,approved,logic-defined,not-assessed,product,,"Superseded meaning — Supersededmeans the version did not move forward. It is locked, inactive, and — Status enum, status badges, edit guards, duplication logic."
REQ-VL-014,Requirement,approved,logic-defined,not-assessed,product,,"Manual supersede — A user can manually mark a Ready for Approvalversion as Superseded if — Status transition action, logs, version list filtering."
